 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89
背部肝膽區痛 -0.103512116 -0.07139161 0.11286106 -0.004128523 -0.38657874 0.13719042 -2.5583813 -0.22007562 0.041869998 -0.05069349 -0.2888229 -0.09321566 0.058260772 0.21250214 -0.20446447 -2.5590396 -0.2353995 -0.030238766 -0.08019626 -0.051533204 1.8491349 -0.044312213 -0.027769048 -0.3478839 0.07351581 -0.0021134752 0.015590249 -0.6140304 -0.3014881 -0.20479387 0.016585967 0.33297792 0.4035081 0.37615165 -0.31495982 -0.07315675 -0.23702326 0.3592285 -0.016049553 -0.13963796 -0.38426885 0.17396376 0.5915442 0.13905036 -0.031494226 -0.015328811 -0.13194168 -0.23035407 0.22693707 0.24164626 -0.06919055 -0.006369651 0.21848395 0.1512425 0.113192655 -0.085501164 -0.34070978 -0.051535353 -0.3639418 -0.5730517 0.2637659 -0.014508582 -0.5945106 0.3639956 -0.21594694 2.5478334 0.34022647 -0.039091993 -0.2774812 0.013645177 0.511695 -0.1755555 0.38138932 -0.1293283 -0.37932503 -0.38002804 0.12646689 0.316526 -0.07312319 0.0026222554 -0.33556393 0.18763533 -0.078710884 -0.09339118 0.14071406 0.29832935 -0.12796198 -2.5643098 -0.38552415 -0.31845462
脊膂痛 0.11765557 -0.11048522 0.12043377 -0.34458378 -0.03681091 0.29836345 -2.5948284 -0.089652374 -0.23561229 -0.16928612 -0.27543488 0.17047536 -0.14132795 0.0711439 0.0040122652 -2.5955515 -0.20925051 -0.16048096 -0.33515558 -0.58343846 1.6287215 -0.70669734 -0.08926379 -0.4936552 0.0673907 -0.055064272 0.2316733 -0.14131255 -0.3631849 -0.35200298 -0.25068504 -0.09827618 -0.026286338 -0.19864489 -0.4039606 0.24392144 -0.21120426 0.50254154 0.10974484 -0.2376482 -0.50345993 -0.1758591 0.26524922 0.10568628 -0.24701013 -0.07632005 -0.33699775 -0.17299531 0.20919417 0.24239315 -0.17728321 0.27353892 0.3693303 -0.11199723 0.17363955 -0.021772433 -0.09312217 -0.58344007 -0.10871343 -0.2050835 0.18805021 -0.19072157 -0.60838753 0.010666841 -0.013886379 2.5752883 -0.15665242 -0.27548048 -0.03833501 0.16332115 -0.1468527 -0.15444973 0.5088196 -0.7865975 -0.3602301 -0.50987 0.104910895 0.46448302 0.18717031 0.3200645 0.033406492 -0.07469664 0.09183767 -0.2055445 -0.20461595 0.22678685 -0.22108358 -2.5928605 -0.5065401 -0.09377819
側頸痛 -0.34034646 -0.2562476 0.021794472 0.19465645 0.3712439 0.38719255 -2.413205 -0.34491807 -0.11015648 -0.48852897 -0.25666872 -0.16044797 -0.22952971 0.14935784 -0.09916035 -2.4150434 0.00921601 -0.03406053 0.07449875 0.23408855 1.2792653 0.22880407 -0.47756007 0.01545669 -0.2168738 0.33126533 -0.3711215 -0.21659274 -0.34846434 -0.19839945 -0.46744108 0.23098648 0.23573978 -0.049719572 -0.08930677 -0.30963445 0.011010281 0.0045440253 -0.17263106 -0.26686484 -0.06520244 0.27920434 0.15648742 0.15916803 -0.19084606 0.24737388 0.019577833 -0.09257549 -0.38196492 0.11759091 0.3052968 -0.31132454 0.3513105 -0.038051374 0.13389194 -0.004902272 -0.31300434 0.23408698 -0.2557787 -0.15158865 0.29148385 0.39851803 -0.10323834 -0.13910215 -0.33780953 2.4010599 0.2562156 0.009262149 -0.10311258 0.06985222 -0.086735144 -0.18171336 0.05733705 0.08801492 -0.3678337 -0.0553191 -0.19370915 -0.062282935 -0.08162792 -0.055406876 -0.045885306 -0.1737222 -0.32020384 0.024905829 -0.081248865 -0.07924493 0.013344765 -2.4331186 -0.06861041 0.078332074
喉痹 -0.20533027 -0.31300816 -0.18271737 -0.12196811 0.32553637 0.29690248 -0.36763874 -0.22604609 0.24750721 -0.2545089 0.3351095 -0.20470838 0.21427777 0.30945635 0.3406747 -0.36992705 0.0939854 0.43353835 0.114890434 0.20067643 1.751289 0.25441316 -0.19855274 0.43646595 -0.12895574 0.029522905 -0.41013545 0.114614785 -0.06545972 0.40862557 -0.62662446 0.059894886 0.10925066 -0.5162481 -0.12642898 -0.066066466 0.372761 -0.42835423 0.37568355 0.02269894 0.40772483 0.15764569 -0.20142068 0.08108767 -0.11808302 -0.4766456 0.22272532 0.075447634 -0.24166553 -0.022491002 -0.20774047 0.093710065 -0.24914417 0.22686806 0.33090553 -0.34749007 0.35342458 0.20067559 -0.2009621 -0.07909371 0.11860788 -0.08939122 0.09908384 -0.48771587 -0.22261475 0.33400732 -0.3296604 0.27846584 -0.1049317 -0.057021596 0.13250194 -0.30651364 -0.41541526 0.65412766 0.6702805 0.41656017 0.047878336 -0.4604618 -0.47696376 0.056070466 0.38309515 -0.34797418 -0.25257593 -0.17669187 0.2551272 -0.61434716 0.047143247 -0.3760336 0.41470358 0.29115534
腮腺炎 -0.6046683 -0.09054502 -0.3496908 -0.01048176 0.034512054 0.16511688 -1.0858566 -0.16270348 -0.1700503 -0.18727024 0.32151175 0.082763195 0.117698684 0.050871085 0.10115989 -1.0886036 0.24373882 -0.10922158 -0.52431464 0.7235249 1.7010051 0.41768575 -0.31059885 0.49941635 -0.06840617 -0.09004798 0.24147879 -0.17401892 0.095308 0.29254764 -0.094677635 0.16928442 -0.19907779 -0.21043482 -0.028677793 0.30345437 0.21211363 -0.49596405 0.31639978 0.51145315 0.4952427 -0.48775145 -0.027862415 -0.1888087 -0.09536178 0.09448992 0.44649827 0.15934901 0.0005848318 -0.5063392 -0.059218127 0.10655593 -0.037540596 -0.12559079 0.38461635 -0.082897395 -0.30155507 0.72352195 0.26551908 -0.14207126 -0.40911284 -0.25685263 0.55521655 0.18100509 -0.2900058 1.0275962 -0.42779824 0.090526305 0.08642648 0.03457426 -0.16372643 -0.51576144 -0.4945287 0.64697933 0.60578287 0.4935022 0.4659196 -0.5115864 -0.31225717 0.079617575 0.43933344 -0.020949421 -0.24949859 0.17159836 0.18997288 -0.14816022 0.50273246 -1.0730785 0.4932406 0.37570268
中脘穴 -0.6593816 0.32531193 0.036155526 0.28360915 0.52430516 -0.24398263 0.3338297 -0.51593816 0.07601553 -0.17547476 0.46510166 -0.6248323 -0.47583646 -0.05498952 -0.024369046 0.33439553 -0.25290623 0.23520982 -0.362118 1.0785887 -0.6397249 -0.02153283 0.37754536 0.3416683 0.038111776 -0.18350291 -0.33030918 -0.6025536 0.08361777 0.473294 0.39750445 0.4251008 0.38972995 -0.19434166 -0.32363176 -0.1436409 -0.03493428 -0.37937388 0.14419883 0.3654691 0.48751888 0.080649644 0.60695326 -0.3970492 -0.35745054 0.12133328 0.5577285 0.081805676 0.11048418 -0.4235549 0.12846853 0.35867846 -0.044371706 -0.22704805 -0.4832067 0.57199246 -0.8906841 1.0785873 0.05190217 -0.24643803 -0.10214832 -0.3738928 0.49639386 0.15009329 -0.0616834 -0.3143572 -0.069760405 0.5865851 -0.00831588 -0.3737139 0.074941345 0.37865648 -0.4701256 -0.4809105 -0.56914717 0.46529 -0.31272078 -0.25254261 0.2469081 -0.13332151 0.1504109 0.5094561 -0.027709259 0.2499325 -0.121172234 0.28041822 0.22250667 0.32405177 0.48813125 0.49966988
大便次數頻繁 -0.23136574 0.32907215 -0.049070437 0.112025365 0.25494146 -0.04913118 -1.5008268 -0.4976363 0.09952242 0.2646915 0.01789515 0.12225432 -0.08464127 -0.054840967 0.531023 -1.499022 0.09317171 -0.20151296 -0.056912232 0.43206272 1.5816486 0.26480573 0.23077926 0.20893691 -0.41746143 -0.3989517 -0.11503491 -0.1334239 -0.102765575 -0.09978497 0.13484232 0.38090757 0.52036417 0.19875184 -0.5917222 0.10336773 -0.11338147 -0.2054216 0.041488517 0.3093955 0.1872549 0.15860006 0.30204788 0.04715548 -0.018077495 0.14507636 0.28603074 -0.28142223 0.18235128 -0.05435814 0.032074884 0.26303893 0.24844149 0.0026946461 -0.19883953 0.114036895 -0.6222593 0.43206042 -0.11532486 -0.498064 -0.011624373 -0.40774757 -0.1408572 0.1477779 -0.03084552 1.5499347 -0.04022782 0.02880977 -0.12699899 0.0130250985 -0.2667187 -0.02288944 -0.18567403 0.28750643 0.13410394 0.18587075 0.16152184 -0.20684624 0.16997492 0.025411112 0.15417212 -0.11454233 0.20505016 0.3596945 -0.11643898 -0.1104308 0.11591591 -1.5224612 0.17659275 0.10238757
打鼾 0.13205321 0.6479387 0.090500206 -0.16784239 -0.10186246 -0.09718763 -1.9347774 0.15172675 -0.3873805 0.30001888 -0.22550136 0.23505524 -0.0629954 -0.20963451 -0.005216685 -1.9345814 -0.04597679 0.018422598 -0.077028565 -0.37920383 1.3366219 -0.00077918504 -0.108874336 -0.41307563 -0.0024666416 0.02139884 -0.107148916 -0.27760613 -0.40096894 -0.03357548 -0.24605992 0.37816966 0.28717932 0.32864305 -0.49099544 -0.09478283 -0.037731268 0.4050833 -0.38919473 -0.30511853 -0.37893665 0.11608142 0.47339803 -0.11499223 -0.12744997 0.08299131 -0.15490863 0.055706892 0.16082306 0.28619558 -0.17613728 -0.13817668 0.11531193 0.23152915 -0.07940965 -0.06286507 -0.46292457 -0.37920395 -0.11145861 -0.598777 0.04183789 -0.3765402 0.1129189 -0.14638542 0.14695522 1.9471471 0.06293024 -0.035031132 -0.34277087 0.19452262 -0.15310575 0.09983812 0.38232154 0.033193257 -0.18247214 -0.38233894 0.28060845 0.4368964 0.19569533 0.16755868 0.0519098 -0.13499972 0.25037232 -0.20944102 -0.0024438917 -0.14324017 -0.17756703 -1.9476507 -0.37652802 -0.09315271
味覺減退 0.16538525 0.19578782 -0.25031582 0.1927198 -0.10445621 0.30737805 -2.2865047 -0.26476306 0.049692526 0.2724631 -0.2121186 -0.07299825 -0.34021056 -0.22523975 -0.15996547 -2.2857718 0.17299971 -0.13085215 -0.003205523 -0.35233966 1.7054869 0.0075462237 -0.09416056 -0.41220522 0.39457393 -0.032340977 -0.10590441 -0.402818 -0.15418003 -0.24805121 0.44743606 0.07659256 0.2466688 -0.0016632002 -0.22067347 0.0015224221 -0.3399221 0.40561685 -0.50164413 -0.37872142 -0.4016229 -0.014672772 0.48273733 -0.116517656 0.13451752 0.035721462 -0.0781554 -0.009048878 -0.11820242 0.15685734 -0.211103 -0.1309676 0.4092055 -0.26797092 -0.3110922 0.36733276 -0.28612477 -0.35234013 -0.45026666 -0.58695984 0.30290648 -0.48328316 -0.034141295 0.09323515 -0.1860356 2.3194559 0.2609877 0.31053877 -0.12671109 0.027686749 0.12166974 0.17059745 0.3945148 -0.119817734 -0.42988238 -0.3930247 -0.05028658 0.43162102 0.1457925 0.06301117 0.057973117 -0.061803706 -0.15201946 -0.075592875 0.058409482 0.120492205 -0.17899796 -2.3092988 -0.39236218 -0.24114372
原發性高血壓 -0.43497762 -0.31807032 0.4135291 0.39563107 0.39404857 0.023148743 -0.73243546 0.05289751 0.4812251 -0.17157203 0.34831095 -0.20257299 0.36850977 -0.042739492 -0.05365513 -0.7330817 -0.18971328 -0.18513812 0.03930767 0.44454363 1.8097268 0.4985005 0.07689225 0.36016288 -0.19152425 0.16389845 -0.12783442 0.123033635 0.4267487 0.2791999 -0.2561681 0.2730262 0.22856097 0.05468572 -0.01685645 -0.07275862 0.36634684 -0.34884852 0.0068669706 0.37343165 0.3269225 -0.08287274 -0.09047576 -0.33991796 0.09210532 0.07956941 0.43776447 0.1699888 0.30992734 -0.35505018 0.58897454 0.27470174 -0.3010045 0.08261559 -0.2240035 0.10927909 -0.20445131 0.44454238 -0.17265615 -0.012659501 -0.7992468 -0.07713867 0.18968423 0.101151116 -0.31781086 0.7250362 0.3362559 0.09293705 0.45154017 -0.27756208 -0.25403872 -0.018582081 -0.32366195 0.6220933 0.6627415 0.3237909 0.026654217 -0.38946748 0.074012704 -0.3731653 0.046071988 -0.13732474 -0.039191797 -0.25068662 -0.28323263 0.016166741 0.13978763 -0.7377587 0.31769872 0.25723663
胰腺癌 -0.055369504 0.21927847 0.13103586 -0.28124884 -0.20056015 -0.020120438 -2.2391849 -0.24536945 -0.09872581 0.2679511 -0.20264359 -0.038694814 0.017069029 -0.16004878 -0.20898503 -2.2371337 -0.27085912 -0.037540685 0.2585406 -0.24822949 1.2676184 0.12564299 0.32347152 -0.32882944 -0.35044342 0.043811858 0.27958572 -0.3953724 -0.28455514 -0.29715952 0.062427193 0.018775383 0.09020504 0.06508811 -0.38395163 0.05305766 -0.044195294 0.3237754 -0.10588773 -0.19774774 -0.30840123 -0.044269465 0.39266735 -0.5897879 0.050573323 0.25973538 0.044490788 -0.25842953 -0.011985825 0.30556667 -0.07947883 0.04083711 0.29962257 -0.20419729 -0.47597107 0.32984048 -0.4184526 -0.24823011 -0.29606545 -0.16880342 0.13161783 -0.4932548 -0.065397665 0.37804678 0.029937366 2.2954838 -0.09828359 0.33298647 0.12631401 -0.19273162 -0.075445764 0.18419881 0.32473305 0.15430747 -0.07753395 -0.32614255 0.26658243 0.35191762 0.36548343 -0.026344305 0.01505846 -0.10592791 -0.14633217 -0.069556296 -0.26049656 0.62576216 0.11011595 -2.261775 -0.3295215 0.12983696
高血脂症 -0.10934129 0.11059829 0.011901414 -0.10435056 0.09001434 0.17941537 -2.1267133 -0.20047724 0.1723058 -0.22465998 -0.07536015 0.09022502 -0.24327604 0.051851775 0.10839942 -2.124983 -0.18712875 0.074185625 0.3248854 0.11071313 1.2182028 0.19088331 0.2668068 -0.07137192 0.08546978 -0.13404398 0.072846994 -0.26411858 -0.28747523 -0.14946352 0.17525344 0.12106743 0.15626697 0.21348037 -0.16149025 -0.013529128 -0.18094818 0.07433244 0.044650614 0.14154369 -0.09774119 0.23018818 0.19477378 0.023612086 0.16296734 0.05521902 0.07755701 -0.13645038 -0.2408342 0.14125259 0.030158129 -0.010446404 0.09021189 -0.11867013 -0.37670946 0.1407944 -0.31037515 0.1107121 -0.086737 -0.098542884 0.5126463 -0.408853 0.2047427 0.12705243 0.12138446 2.1697528 -0.011221325 -0.06707803 -0.11670178 -0.4422528 -0.029463464 0.21336338 0.09314963 0.27341852 0.08520144 -0.09188321 -0.34454703 0.0722351 0.19394767 0.05099137 0.003746102 0.16411032 -0.21713537 0.03440267 -0.43049914 0.119130276 -0.076746106 -2.144425 -0.10049518 0.12088436
腹中感到寒冷 -0.3233971 0.5095175 0.01842213 -0.26881853 0.18802132 0.013322906 -2.268409 -0.4103704 0.05889831 0.22035527 -0.03183979 -0.35077843 -0.28617048 -0.32258314 0.3035324 -2.2659953 0.18741485 0.1339483 0.116785415 -0.20733424 1.4920479 0.07451656 0.37718618 -0.2042021 -0.11855348 -0.25619766 0.0034462833 -0.3663024 -0.2237582 0.019616378 0.40214813 0.39611757 0.27237663 0.20225969 -0.12646647 -0.19025998 -0.4974819 0.18648551 -0.22770458 -0.19495586 -0.16339578 0.5526714 0.4287718 -0.39397803 -0.10840507 -0.30436352 0.009939254 -0.20840752 0.118887864 -0.2090695 0.032790117 0.23429364 -0.007876776 -0.021453291 -0.23762831 -0.3773145 -0.13164678 -0.2073344 -0.46136227 -0.26081404 0.16580343 -0.12261742 -0.03582815 0.14814898 0.33359528 2.3046515 0.068504706 -0.196626 -0.18818751 -0.0704141 -0.20909043 0.24149731 0.14464146 0.057951808 -0.41074947 -0.14036387 0.019193893 0.25092852 0.18961884 0.0744257 -0.009473555 0.13806312 -0.32458428 -0.024823947 -0.15409288 0.07919363 -0.21782038 -2.2668395 -0.13137145 0.080841824
僵直性脊椎炎 -0.37305424 0.19670306 0.25860065 0.23290738 0.073820174 -0.29308128 -1.3099128 -0.31756255 0.1560819 -0.05200236 0.21994585 -0.43227756 0.34714222 0.11282432 -0.08443582 -1.3092827 -0.51934075 -0.07876622 -0.040619224 0.4159577 1.4767721 0.3278804 0.3028141 0.16588154 -0.14418338 0.031121057 -0.17481366 -0.18174689 -0.073631264 0.23639292 0.06839525 0.14204527 -0.010425056 0.14790921 -0.54416496 0.02972015 0.10527672 -0.17567012 0.09531772 0.13198909 0.19657356 -0.08635141 0.20514674 -0.3828595 0.16592611 0.1565538 0.25304165 0.09744038 0.10403646 -0.117055416 -0.29378575 0.32722557 -0.26989734 0.032986447 -0.23669286 0.17295927 -0.26738644 0.4159572 0.13592875 -0.46092227 -0.10418431 -0.18006489 0.33680537 -0.12596022 0.08076844 1.3207513 0.2640334 0.122321114 0.24648584 0.18139312 0.0049892347 -0.51553583 -0.20017265 0.33011827 0.07170187 0.20051824 0.0902839 -0.14212638 -0.1796242 -0.07203037 0.13283964 0.4099122 0.021720905 0.057832826 0.0056807552 0.3132873 0.14040558 -1.3126978 0.20686866 0.00569659
蕁麻疹 -0.30474445 0.79704756 0.4047417 0.12008156 0.30762482 -0.14254051 -1.1022831 -0.5899629 -0.1432138 -0.46834615 0.22190225 0.011296671 -0.20461646 0.13545416 0.10166412 -1.1031135 -0.21544692 0.3937385 -0.4336891 0.6054783 1.8716478 0.38390633 -0.22157249 0.237424 -0.07653179 0.11674892 0.65281487 -0.088815965 0.1998861 0.042061698 -0.44242766 -0.28496373 -0.31028748 0.053797353 -0.421 -0.22672114 0.07491629 -0.2707474 -0.3478951 0.28352067 0.36333367 0.2876151 0.021170972 0.049098313 0.19918144 0.3648092 0.59337175 0.48872542 0.31057623 -0.5608174 0.039105613 0.38127717 -0.5766827 -0.11417518 0.13601722 -0.08834543 -0.20797051 0.6054767 -0.02306089 0.25062832 -0.5731871 -0.00909768 0.21290438 -0.13658218 -0.33095714 1.1479545 0.40305662 -0.22425182 0.16977012 -0.25053144 0.5676043 -0.016929982 -0.35697204 0.55232733 0.4622377 0.35508487 0.46518612 -0.15945117 0.020219501 0.1748162 0.6573032 0.3664351 0.045166366 -0.37204844 0.04459254 0.096565574 0.24132563 -1.1638217 0.37798405 0.24744235
膽固醇過高 -0.39739856 0.14543174 0.056445774 -0.1700934 0.21120246 0.14466996 -2.1012855 -0.17072223 -0.17309353 -0.09961659 -0.16097517 -0.17454602 -0.12315796 -0.15721643 0.06683269 -2.1000707 -0.10524314 0.09294347 0.35200325 0.10247981 1.566306 0.28429708 0.2907034 -0.2214811 -0.16170159 0.021055166 -0.3471877 -0.3377754 -0.23411405 -0.22346903 -0.20651816 -0.057228953 -0.038538564 0.1075407 -0.064570814 -0.118523695 -0.00796346 0.21245222 -0.1706581 0.18744133 -0.19680792 -0.069182426 0.3602576 -0.3845593 0.16603306 0.29840726 0.16185784 0.0028001438 -0.12488907 0.07897522 0.10327057 -0.15352061 0.33963346 -0.4870803 -0.61188877 0.29973367 -0.122109674 0.10247859 -0.41125926 -0.37578988 0.067137934 -0.43136686 -0.27763596 0.010656226 -0.030470733 2.1485734 0.042689443 0.24945448 0.25531995 -0.23730616 0.16461901 -0.08160622 0.19451834 0.1323749 -0.30289623 -0.19418618 -0.038114984 0.24639218 0.2715153 -0.23369895 -0.25923637 0.2829284 0.010373237 -0.1147889 -0.4828561 0.21987802 -0.040231336 -2.1320689 -0.19281699 0.028631108
中都穴 -0.19900642 0.04221503 0.028824797 -0.29243213 0.148998 -0.59363097 0.38235176 -0.34523746 -0.050262146 0.26313713 0.31360513 -0.36023566 0.020058367 -0.35978857 0.19414924 0.3835131 0.2321213 0.062479075 -0.024764063 0.33022514 -0.852879 -0.87080383 0.5310721 0.18349057 0.031277154 -0.6189733 -0.18993957 -0.1886853 -0.029270256 0.24212892 -0.11474888 0.5739508 0.2538044 0.23553388 -0.18485843 -0.34460205 0.37320077 -0.19567032 0.5642651 0.2148095 0.24680454 0.26445287 0.18865404 -0.15021373 0.34226537 -0.67449325 0.6807257 -0.44831243 0.03776045 -0.08912956 -0.15000094 0.19436175 -0.5220843 -0.004225405 -0.0202008 0.04549121 -0.23420614 0.3302212 -0.65847015 0.58421206 -0.5360313 0.24594419 0.12522417 0.22569692 0.20850733 -0.3582849 -0.504699 -0.1008208 0.10304793 0.65928984 -0.2435593 0.31567523 -0.23546669 -1.2028061 -0.860893 0.23370734 0.41455218 -0.16663758 0.1371969 -0.079854615 0.24337833 -0.060356773 -0.5301751 -0.43805423 -0.122157976 0.1464738 0.20849137 0.37843487 0.24571148 0.3274764
下肢麻木 0.31009486 -0.26141396 0.39444363 0.0745321 -0.16745906 -0.1466957 -1.4239286 -0.123730265 0.19538517 -0.2815868 0.19840048 -0.43985158 0.0995267 -0.37729383 -0.2442604 -1.4212521 -0.43209103 -0.049464192 0.37067804 0.39951408 1.3541807 0.53542113 -0.21135107 0.15952542 -0.12235096 0.4196193 -0.31421256 -0.08025107 0.503628 0.19005834 -0.16104302 0.01722119 0.07823951 0.3679306 0.35795853 -0.45471385 0.2937665 -0.17368597 -0.12897618 0.009603825 0.21117984 0.5645731 -0.07561332 -0.06459396 0.3585077 -0.1246268 0.17464453 -0.4388728 -0.16925216 0.03724293 0.52104735 -0.060394216 -0.30732495 0.48102757 -0.25536937 0.09178171 -0.028835543 0.39951316 -0.37923163 0.20863102 -0.49981803 -0.051051315 0.14936665 0.2523395 0.5555135 1.4976428 -0.08255629 -0.42872667 -0.1273525 0.06495393 -0.59699655 -0.34772408 -0.21036921 0.54457235 0.48936152 0.20937692 0.32732272 -0.12482821 -0.004758714 0.05697281 0.20207582 0.18822727 -0.46101585 -0.08727013 -0.2655991 0.21567075 0.04297815 -1.45831 0.21865779 -0.08434769
中極穴 -0.5402355 0.44512555 -0.3878478 0.049972106 0.024257392 -0.15611698 0.26603448 -0.3069018 0.023581028 0.625354 0.5235006 -0.09833994 0.452558 -0.15899906 -0.26066318 0.2674591 0.25525895 0.28601828 0.25989783 1.024212 -0.69564956 -0.40736035 0.188816 0.6283951 -0.08262931 -0.299975 -0.09626726 -0.10238284 -0.1090604 0.45878172 0.64774776 0.63224274 0.36704364 0.35235322 -0.3787631 -0.5326536 -0.20981872 -0.6654383 0.3551442 0.2769188 0.7638817 0.22526275 0.32101104 -0.24548134 0.36043105 0.05988904 0.6051985 -0.53222907 -0.03425395 -0.28172135 -0.28011417 0.08966872 -0.2499816 0.16802931 -0.16732015 -0.5080222 -0.42278105 1.0242103 -0.15158921 0.22302783 -0.18878223 0.4638538 -0.22682138 -0.048210472 0.024101738 -0.24160187 -0.42401466 -0.45269704 0.18033226 0.48714066 -0.41127256 0.37567273 -0.7535437 -1.070776 -0.5693636 0.750243 0.6245035 -0.53715944 0.5023291 -0.33011264 0.19737618 -0.34466758 -0.6305987 -0.35208935 -0.2469021 0.17357865 0.1782285 0.2682928 0.7712637 0.122952536
子宮發炎 -0.6351146 -0.10232048 0.015532285 -0.16204633 -0.099766724 -0.31873867 -0.96854407 0.03478733 0.27307615 0.44629148 0.27908185 -0.20142971 -0.30686536 -0.25885558 0.11776122 -0.9638318 -0.1758898 0.43939668 0.53447276 0.46925986 1.8197247 0.4611061 0.28390098 0.4058804 -0.02879616 -0.32153136 0.22744839 0.22324309 0.106837 0.14708716 0.52345645 0.057750747 -0.0063896473 0.41922048 -0.10566346 -0.14469041 0.14199091 -0.4054036 0.15787688 0.32792196 0.3800125 0.14386049 -0.105610564 -0.18526769 0.6504492 -0.43676695 0.39277577 -0.35702458 0.3325011 -0.04437457 -0.38794062 0.14023748 -0.09648227 0.10087246 -0.18530706 0.11418386 -0.11459388 0.4692603 0.1542084 0.47677645 -0.315771 0.45806277 0.03350541 0.08567914 0.10800696 1.0538738 -0.41606745 -0.353783 0.20675722 0.013678262 -0.30580512 0.3424678 -0.39425173 0.5816941 0.54401654 0.39782438 0.36409166 -0.40058354 0.30617964 -0.15419851 0.017754328 -0.113193035 -0.34532943 -0.5435867 -0.15044682 0.20077279 0.08844838 -0.97414535 0.3903549 0.09100445
小便尿不乾淨 -0.016113939 0.24597193 0.031356286 -0.2788968 -0.10125326 0.30887863 -1.6629938 -0.07749337 -0.036014535 0.12756005 0.0032505477 0.06955416 -0.21314064 -0.026994413 -0.4392527 -1.6603092 -0.008693978 -0.5179671 0.21814564 0.1510095 1.6935159 0.29533377 -0.14685857 -0.10658409 -0.33216792 0.28173447 -0.26695 -0.15875334 -0.30554733 -0.28210148 -0.049724527 0.2015608 0.52271235 0.28360683 -0.44985354 -0.15990958 -0.14388695 0.108178824 -0.13915482 0.1850936 -0.09896927 0.10458882 0.36436552 -0.19683896 -0.12683165 0.2150863 0.1436705 0.10873776 0.35574225 0.147993 -0.06876679 -0.09423519 0.3919089 0.10760025 0.14777304 -0.15298451 -0.16480799 0.15100868 0.08635516 -0.44478485 -0.01326834 0.19879344 -0.5156175 0.14391187 -0.30406094 1.736462 -0.26466054 -0.18528275 -0.12644055 0.1598835 -0.21883361 -0.01758272 0.103681125 0.17979002 -0.13301082 -0.104479656 -0.0071444158 0.09660478 0.14761248 -0.051544752 0.06455934 0.11345064 0.07036018 -0.1517833 -0.084424555 0.2682085 0.005075788 -1.6879103 -0.098934144 -0.35100958
月經提前到來 -0.15015946 0.09658795 -0.40900397 -0.20379506 -0.02197121 0.11672437 -2.1778817 -0.25182828 -0.0023269383 0.13221721 0.07390288 -0.19343884 0.071506 -0.13206095 0.09702167 -2.175305 -0.00018112881 0.13312839 0.17038773 0.29256266 1.5719882 0.33185622 -0.22013706 0.04079485 -0.063166715 0.047497123 0.1690128 -0.05937951 -0.07918286 -0.13039783 0.024489585 0.2697712 0.15214601 0.29777104 -0.4507125 -0.0732416 -0.25875384 -0.043454558 -0.1038322 0.14148663 0.02410549 -0.14878598 0.24957706 -0.14002241 0.30157483 -0.064633235 0.24017912 -0.21828602 0.3314207 0.21031272 -0.25957763 -0.008677415 -0.016665429 -0.15362276 -0.109518185 0.008454167 -0.0015106173 0.29256135 -0.10354659 -0.28813243 -0.018366465 -0.08296261 -0.3689718 0.107114576 -0.36339876 2.2251704 0.20468576 -0.27408478 -0.02792223 0.14698896 -0.47676826 0.22702955 -0.038838204 0.27361217 -0.14882936 0.04190634 0.13123472 -0.026364854 -0.053293478 -0.25887835 0.056319937 0.36821574 -0.21032855 -0.31078276 -0.1455903 -0.12942372 -0.04727363 -2.184764 0.036087573 0.08991668
尿中挾有膿液 -0.23511761 0.4062183 0.031769026 0.018033173 -0.25318375 0.0482841 -1.214295 -0.14812903 0.025931101 0.39475355 0.16029231 -0.101128675 0.41623396 -0.46605748 -0.03963855 -1.2113671 -0.12004893 0.19981946 0.07362467 0.43128282 1.5015897 0.4188973 -0.08499243 0.24694003 -0.1114869 -0.06934047 -0.31741533 0.042643473 0.1239685 0.028943762 0.15198669 0.028685538 0.22573648 0.080588356 -0.14405109 -0.2449027 0.24101023 -0.24925652 0.20178199 0.25672922 0.24409355 0.15970357 0.03085591 -0.55983824 0.38171995 -0.08297697 0.38467184 0.17390306 -0.04967785 -0.38224402 0.0033218411 0.14107727 -0.101716086 -0.13157164 -0.12071691 -0.09401191 0.060213238 0.43128237 0.2493466 0.31936094 -0.29031768 0.51165354 -0.18583709 0.041876685 -0.34574112 1.2831874 -0.1616566 -0.4410563 0.4148137 0.38071293 -0.24429806 0.38345134 -0.24380395 0.46243638 0.30764666 0.24404386 0.35627586 -0.2359327 0.17800541 -0.26015803 -0.050370786 0.11132999 -0.36009675 -0.16092134 0.23985785 -0.042182706 0.06454894 -1.2336096 0.24056329 -0.29310983
